agent1,agent2,agent3,agent4,dynamics,game,gamma,generations_until_stability,initial_distribution
"[0.25, 0.25000105364062014, 0.2500019945264982, 0.2500006778985035, 0.25000143697097105, 0.25000405518222135, 0.250004434028765, 0.25000423961563195, 0.25000377559780185, 0.25000270839360306]","[0.25, 0.24999772438524825, 0.2499981715836564, 0.2499978829102179, 0.2499969076851436, 0.2499954206029395, 0.24999396809059543, 0.24999258822103143, 0.24999308361327463, 0.24999321219629658]","[0.25, 0.2499990272112667, 0.2499982049215026, 0.24999794218438712, 0.24999796571967453, 0.24999737114405818, 0.24999856716856256, 0.24999831391851413, 0.24999883546341142, 0.2499976505649149]","[0.25, 0.2500021947628649, 0.25000162896647016, 0.25000349701068436, 0.25000368964082137, 0.2500031531177549, 0.2500030307776832, 0.25000485836388164, 0.2500043054077518, 0.2500064289498404]",replicator,Prisoner's Dilemma,0.95,10,"[0.25, 0.25, 0.25, 0.25]"
"[0.4, 0.3999956622089814, 0.3999872314017632, 0.39998126541910545, 0.3999779426870608, 0.3999760591074215, 0.3999724444801202, 0.3999646529786401, 0.39996207914969845, 0.39995664785715707]","[0.4, 0.3999944567255958, 0.39998162928352743, 0.3999744216916571, 0.39996986633676856, 0.3999628563788378, 0.3999574770568358, 0.39994746316121427, 0.39993909895444546, 0.3999290861131641]","[0.1, 0.10000193603021751, 0.10000067820817286, 0.10000364220500269, 0.10000473621805187, 0.10000631271578218, 0.10000800031086217, 0.10000785207965814, 0.10000978962940327, 0.10000939045823985]","[0.1, 0.10000053423613821, 0.10000710669856451, 0.10000743626926005, 0.10000831199464201, 0.10000895916775596, 0.10000952039578541, 0.10001412080270412, 0.1000149183581629, 0.10001917966924635]",replicator,Prisoner's Dilemma,0.95,10,"[0.4, 0.4, 0.1, 0.1]"
"[0.1, 0.10000094203195911, 0.10000310819733417, 0.10000388478729981, 0.10000536253107421, 0.10000571479788262, 0.10000876999571477, 0.10000992574397156, 0.1000120625087517, 0.10001481026260418]","[0.1, 0.10000053151168224, 0.10000014525456596, 0.10000148604492964, 0.10000142312425614, 0.1000029214720905, 0.10000382560480793, 0.10000380515160011, 0.10000496858467431, 0.10000443831539395]","[0.4, 0.39999716202584473, 0.3999942715430974, 0.39998829673904135, 0.399985410589452, 0.3999810557675151, 0.39997329836648604, 0.39997077781716833, 0.3999649904532774, 0.3999604493677362]","[0.4, 0.3999969437995899, 0.3999927147755333, 0.39999022029361136, 0.3999874475289166, 0.3999844003076021, 0.3999763218729167, 0.3999743019321559, 0.3999668904289926, 0.3999625635521657]",replicator,Prisoner's Dilemma,0.95,10,"[0.1, 0.1, 0.4, 0.4]"
"[0.4, 0.39999841733003755, 0.39998884317277345, 0.3999831381148307, 0.3999796870645564, 0.39997759945909217, 0.39997164819706266, 0.39996305471540483, 0.3999602634529911, 0.39995559353906396]","[0.1, 0.09999974970527771, 0.10000191473822835, 0.10000438795922405, 0.10000552557259994, 0.10000541219333664, 0.1000045262248169, 0.10000311500109359, 0.10000299796063179, 0.10000468658436434]","[0.4, 0.39999701625147593, 0.3999874302029416, 0.3999821310339116, 0.3999766253425204, 0.39997498673698634, 0.3999693586138059, 0.39996187066047756, 0.39996112046645527, 0.39995640824033174]","[0.1, 0.10000139189934394, 0.10000401697630897, 0.10000429495199183, 0.10000539671912842, 0.10000644175171597, 0.10001022293346505, 0.10001565530305141, 0.10001665794325619, 0.1000173152451411]",replicator,Prisoner's Dilemma,0.95,10,"[0.4, 0.1, 0.4, 0.1]"
"[0.1, 0.10000516824156591, 0.1000058003165897, 0.1000081831023777, 0.10000873539451989, 0.10000954354473414, 0.10001086746436964, 0.10001338852430466, 0.10001683487267277, 0.10001959857803444]","[0.4, 0.39998898791896503, 0.39998251087544706, 0.39997487680176624, 0.3999690430552992, 0.39996366099768427, 0.3999584014872046, 0.3999496477455109, 0.399943060145519, 0.39993469185629804]","[0.1, 0.09999920666543491, 0.10000069324593344, 0.10000096466617919, 0.10000296864739731, 0.10000371956394387, 0.10000471831291236, 0.10000607778898639, 0.10000625544324454, 0.10000689269407295]","[0.4, 0.3999935124530318, 0.39999151516866116, 0.39998853337558693, 0.3999841427789986, 0.39998328939148625, 0.39997925952770563, 0.399972493738994, 0.3999645885900775, 0.3999593567293339]",replicator,Prisoner's Dilemma,0.95,10,"[0.1, 0.4, 0.1, 0.4]"
"[0.25, 0.2499988353754555, 0.25000159920735116, 0.2500015761217909, 0.2500004561064091, 0.2500027324152576, 0.2500012123297231, 0.2500014227833233, 0.25000191265640914, 0.250004220404334]","[0.25, 0.2500001680697917, 0.24999837552516407, 0.24999724201119622, 0.24999611566807725, 0.24999608766320638, 0.24999590096236204, 0.24999504115103013, 0.2499941427657181, 0.2499925728049201]","[0.25, 0.24999883500046283, 0.2499981161759626, 0.24999923567473062, 0.2499992817993863, 0.249998122804666, 0.24999797692910167, 0.24999818222150935, 0.24999836378042042, 0.24999789469532566]","[0.25, 0.25000216155429, 0.25000190907860853, 0.25000194617843396, 0.2500041464346311, 0.2500030571152245, 0.250004909787226, 0.2500053538747284, 0.2500055808521922, 0.25000531220167216]",replicator,Prisoner's Dilemma,0.99,10,"[0.25, 0.25, 0.25, 0.25]"
"[0.4, 0.3999983762974337, 0.399996699678309, 0.3999913856163177, 0.3999890122973079, 0.399984746123745, 0.3999830437930126, 0.39997800367795583, 0.3999729670297436, 0.3999690989383858]","[0.4, 0.3999938831693167, 0.3999877501582337, 0.3999779423767413, 0.3999733699986685, 0.39996797894776753, 0.3999617998340498, 0.39995232902238104, 0.3999428027464566, 0.39993780099558973]","[0.1, 0.1000015318563463, 0.10000306433176871, 0.10000396262306811, 0.10000532273717877, 0.10000712216509192, 0.10000868074293942, 0.1000093876236955, 0.10001013176724326, 0.10001163615972951]","[0.1, 0.10000040327696612, 0.10000082325941273, 0.10000370556629228, 0.1000040820201121, 0.10000469713822809, 0.10000510919174709, 0.1000080305328326, 0.1000109277759245, 0.1000116413185541]",replicator,Prisoner's Dilemma,0.99,10,"[0.4, 0.4, 0.1, 0.1]"
"[0.1, 0.10000042390679119, 0.10000150818833214, 0.10000265162845204, 0.10000374678109995, 0.10000485215756283, 0.10000540708201054, 0.10000570872494725, 0.10000612860964538, 0.10000729130922903]","[0.1, 0.10000177131455752, 0.10000184496284943, 0.10000181108126999, 0.1000018244623247, 0.10000181293197748, 0.10000349111855814, 0.1000047835594286, 0.10000667806047418, 0.10000665475894835]","[0.4, 0.3999960656627212, 0.3999937942189533, 0.3999914828406901, 0.39998924796711927, 0.39998701306425644, 0.3999825270914218, 0.3999765685319783, 0.39997249145705854, 0.39997013596231923]","[0.4, 0.399995153451884, 0.39999279325086307, 0.39999066653562176, 0.39998846749040684, 0.39998632729540584, 0.39998188135114804, 0.3999814641002716, 0.39997628456944523, 0.399974083043276]",replicator,Prisoner's Dilemma,0.99,10,"[0.1, 0.1, 0.4, 0.4]"
"[0.4, 0.3999952864452529, 0.3999930690703445, 0.39998801621436464, 0.3999809229859004, 0.3999789460674703, 0.3999763201283725, 0.39997408275823937, 0.39996956480998225, 0.3999647010631402]","[0.1, 0.10000157074241187, 0.1000015825663008, 0.10000310679524532, 0.1000040674119575, 0.10000556350093014, 0.10000549221784753, 0.1000054936428539, 0.10000718290324719, 0.10000882547568372]","[0.4, 0.39999630753539167, 0.3999940349783998, 0.39999009254722073, 0.3999827507112392, 0.39997739577563124, 0.3999758843450889, 0.3999736233338669, 0.39996910262541946, 0.3999652718737486]","[0.1, 0.100000530762427, 0.10000164143937092, 0.10000236610481908, 0.10000501444531472, 0.10000535147890592, 0.10000645721551298, 0.10000758052564905, 0.10000815121320496, 0.10000868259318897]",replicator,Prisoner's Dilemma,0.99,10,"[0.4, 0.1, 0.4, 0.1]"
"[0.1, 0.10000064230373269, 0.10000159079254481, 0.10000228551481577, 0.10000279523150726, 0.10000586723024844, 0.10000648762229246, 0.10000997989341648, 0.10001296230825642, 0.10001610217063514]","[0.4, 0.3999946521122075, 0.3999887993900647, 0.39998212921321286, 0.3999757667284073, 0.399967481163761, 0.3999621862529988, 0.3999538124593687, 0.3999444457379812, 0.3999376526553418]","[0.1, 0.10000174471246953, 0.10000343218652195, 0.10000494062618909, 0.10000647858757504, 0.1000074057393027, 0.10000915933790472, 0.10000957473729605, 0.10001022325463158, 0.10000991087715948]","[0.4, 0.39999579982298367, 0.39999110896330803, 0.3999889669780885, 0.39998713943578534, 0.39997942973215644, 0.39997522999183605, 0.3999679754027393, 0.3999628213285903, 0.39995830733485177]",replicator,Prisoner's Dilemma,0.99,10,"[0.1, 0.4, 0.1, 0.4]"
"[0.25, 0.2499991586028224, 0.249999226975738, 0.24999868816481813, 0.24999791453751027, 0.24999717523894957, 0.24999772128522857, 0.2499965942754498, 0.24999722398782312, 0.24999691394139475]","[0.25, 0.25000078230216854, 0.250001929123408, 0.2500035530767185, 0.2500060203586354, 0.25000760081294815, 0.25000619077222713, 0.2500072465434178, 0.2500055413893984, 0.2500028184008993]","[0.25, 0.2500013516709435, 0.250001164747815, 0.250000568623088, 0.24999974769260966, 0.24999894437519554, 0.24999935815546587, 0.2500005219999654, 0.2500010390126133, 0.25000439969671295]","[0.25, 0.24999870742406555, 0.2499976791607033, 0.24999719015899916, 0.24999631748193452, 0.24999627968918986, 0.24999672984587695, 0.2499956372876851, 0.24999619565001568, 0.24999586796288484]",replicator,Stag Hunt,0.95,10,"[0.25, 0.25, 0.25, 0.25]"
"[0.4, 0.3999955692529687, 0.3999888011408071, 0.39998670355953564, 0.3999815336017451, 0.39997528843855107, 0.39996963739600405, 0.3999630379784396, 0.3999617904622537, 0.39995884201801113]","[0.4, 0.3999991063887242, 0.39999059211116345, 0.39998825218295264, 0.3999807455505845, 0.3999768435300167, 0.39996907423590566, 0.39996464886591676, 0.3999587433422388, 0.399953415576369]","[0.1, 0.1000007031334781, 0.10000345921747437, 0.1000039764535641, 0.10000670427053454, 0.10000903847792238, 0.10001174896967366, 0.1000143086330993, 0.10001520256489929, 0.10001612215148907]","[0.1, 0.10000062795609871, 0.10000169251909466, 0.10000228471673103, 0.10000272626393761, 0.10000292913354308, 0.10000357418954947, 0.10000377124154071, 0.10000466589064866, 0.10000581575782674]",replicator,Stag Hunt,0.95,10,"[0.4, 0.4, 0.1, 0.1]"
