agent1,agent2,agent3,agent4,dynamics,game,gamma,generations_until_stability,initial_distribution
"[0.25, 0.6611111111111111, 0.9311111111111111, 0.9633333333333334, 1.0, 1.0, 1.0, 1.0]","[0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.3388888888888889, 0.06888888888888889, 0.03666666666666667, 0.0, 0.0, 0.0, 0.0]",imitator,Prisoner's Dilemma,0.95,8,"[0.25, 0.25, 0.25, 0.25]"
"[0.25, 0.21222222222222223, 0.017777777777777778, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.0011111111111111111, 0.0033333333333333335, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.7866666666666666, 0.9788888888888889, 1.0, 1.0, 1.0, 1.0, 1.0]",imitator,Battle of the Sexes,0.95,8,"[0.25, 0.25, 0.25, 0.25]"
"[0.25, 0.06333333333333334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.1688888888888889, 0.16777777777777778, 0.16777777777777778, 0.16777777777777778, 0.16777777777777778, 0.16777777777777778, 0.16777777777777778]","[0.25, 0.7577777777777778, 0.8322222222222222, 0.8322222222222222, 0.8322222222222222, 0.8322222222222222, 0.8322222222222222, 0.8322222222222222]","[0.25, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",imitator,Stag Hunt,0.95,8,"[0.25, 0.25, 0.25, 0.25]"
"[0.4, 0.8466666666666667, 0.9855555555555555, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.4, 0.005555555555555556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1, 0.14777777777777779, 0.014444444444444444, 0.0, 0.0, 0.0, 0.0, 0.0]",imitator,Prisoner's Dilemma,0.95,8,"[0.4, 0.4, 0.1, 0.1]"
"[0.4, 0.5311111111111111, 0.12444444444444444, 0.02, 0.0022222222222222222, 0.0, 0.0, 0.0]","[0.4, 0.0044444444444444444, 0.01888888888888889, 0.0011111111111111111, 0.0, 0.0, 0.0, 0.0]","[0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1, 0.46444444444444444, 0.8566666666666667, 0.9788888888888889, 0.9977777777777778, 1.0, 1.0, 1.0]",imitator,Battle of the Sexes,0.95,8,"[0.4, 0.4, 0.1, 0.1]"
"[0.4, 0.17444444444444446, 0.006666666666666667, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4, 0.37222222222222223, 0.4177777777777778, 0.41888888888888887, 0.41888888888888887, 0.41888888888888887, 0.41888888888888887, 0.41888888888888887]","[0.1, 0.4477777777777778, 0.5755555555555556, 0.5811111111111111, 0.5811111111111111, 0.5811111111111111, 0.5811111111111111, 0.5811111111111111]","[0.1, 0.005555555555555556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",imitator,Stag Hunt,0.95,8,"[0.4, 0.4, 0.1, 0.1]"
"[0.1, 0.2688888888888889, 0.6811111111111111, 0.92, 0.99, 0.9977777777777778, 1.0, 1.0]","[0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4, 0.7311111111111112, 0.3188888888888889, 0.08, 0.01, 0.0022222222222222222, 0.0, 0.0]",imitator,Prisoner's Dilemma,0.95,8,"[0.1, 0.1, 0.4, 0.4]"
"[0.1, 0.03777777777777778, 0.0011111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1, 0.0011111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4, 0.9611111111111111, 0.9988888888888889, 1.0, 1.0, 1.0, 1.0, 1.0]",imitator,Battle of the Sexes,0.95,8,"[0.1, 0.1, 0.4, 0.4]"
"[0.4, 0.87, 0.99, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1, 0.13, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0]",imitator,Prisoner's Dilemma,0.95,8,"[0.4, 0.1, 0.4, 0.1]"
"[0.4, 0.5166666666666667, 0.15666666666666668, 0.01888888888888889, 0.0, 0.0, 0.0, 0.0]","[0.1, 0.005555555555555556, 0.0033333333333333335, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1, 0.4777777777777778, 0.84, 0.9811111111111112, 1.0, 1.0, 1.0, 1.0]",imitator,Battle of the Sexes,0.95,8,"[0.4, 0.1, 0.4, 0.1]"
