agent1,agent2,agent3,agent4,dynamics,game,gamma,generations_until_stability,initial_distribution
"[0.25, 0.16444444444444445, 0.0077777777777777776, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.0033333333333333335, 0.0033333333333333335, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.8322222222222222, 0.9888888888888889, 1.0, 1.0, 1.0, 1.0, 1.0]",imitator,Battle of the Sexes,0.95,8,"[0.25, 0.25, 0.25, 0.25]"
"[0.25, 0.051111111111111114, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.1, 0.10888888888888888, 0.10888888888888888, 0.10888888888888888, 0.10888888888888888, 0.10888888888888888, 0.10888888888888888]","[0.25, 0.8455555555555555, 0.8911111111111111, 0.8911111111111111, 0.8911111111111111, 0.8911111111111111, 0.8911111111111111, 0.8911111111111111]","[0.25, 0.0033333333333333335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",imitator,Stag Hunt,0.95,8,"[0.25, 0.25, 0.25, 0.25]"
"[0.25, 0.6311111111111111, 0.89, 0.9822222222222222, 1.0, 1.0, 1.0, 1.0]","[0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.3688888888888889, 0.11, 0.017777777777777778, 0.0, 0.0, 0.0, 0.0]",imitator,Prisoner's Dilemma,0.95,8,"[0.25, 0.25, 0.25, 0.25]"
"[0.4, 0.18222222222222223, 0.014444444444444444, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4, 0.3322222222222222, 0.3288888888888889, 0.3211111111111111, 0.3211111111111111, 0.3211111111111111, 0.3211111111111111, 0.3211111111111111]","[0.1, 0.4811111111111111, 0.6566666666666666, 0.6788888888888889, 0.6788888888888889, 0.6788888888888889, 0.6788888888888889, 0.6788888888888889]","[0.1, 0.0044444444444444444, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",imitator,Stag Hunt,0.95,8,"[0.4, 0.4, 0.1, 0.1]"
"[0.4, 0.8688888888888889, 0.9855555555555555, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.4, 0.0011111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1, 0.0011111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1, 0.1288888888888889, 0.014444444444444444, 0.0, 0.0, 0.0, 0.0, 0.0]",imitator,Prisoner's Dilemma,0.95,8,"[0.4, 0.4, 0.1, 0.1]"
"[0.4, 0.5088888888888888, 0.1388888888888889, 0.023333333333333334, 0.0022222222222222222, 0.0, 0.0, 0.0, 0.0]","[0.4, 0.0022222222222222222, 0.015555555555555555, 0.0033333333333333335, 0.0011111111111111111, 0.0011111111111111111, 0.01, 0.0011111111111111111, 0.0]","[0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1, 0.4888888888888889, 0.8455555555555555, 0.9733333333333334, 0.9966666666666667, 0.9988888888888889, 0.99, 0.9988888888888889, 1.0]",imitator,Battle of the Sexes,0.95,9,"[0.4, 0.4, 0.1, 0.1]"
"[0.1, 0.008888888888888889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1, 0.043333333333333335, 0.04777777777777778, 0.04777777777777778, 0.04777777777777778, 0.04777777777777778, 0.04777777777777778, 0.04777777777777778]","[0.4, 0.9477777777777778, 0.9522222222222222, 0.9522222222222222, 0.9522222222222222, 0.9522222222222222, 0.9522222222222222, 0.9522222222222222]","[0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",imitator,Stag Hunt,0.95,8,"[0.1, 0.1, 0.4, 0.4]"
"[0.1, 0.3188888888888889, 0.66, 0.8911111111111111, 0.9444444444444444, 0.9977777777777778, 1.0, 1.0]","[0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4, 0.0011111111111111111, 0.0011111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4, 0.68, 0.3388888888888889, 0.10888888888888888, 0.05555555555555555, 0.0022222222222222222, 0.0, 0.0]",imitator,Prisoner's Dilemma,0.95,8,"[0.1, 0.1, 0.4, 0.4]"
"[0.1, 0.06444444444444444, 0.0011111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1, 0.0022222222222222222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4, 0.0011111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4, 0.9322222222222222, 0.9988888888888889, 1.0, 1.0, 1.0, 1.0, 1.0]",imitator,Battle of the Sexes,0.95,8,"[0.1, 0.1, 0.4, 0.4]"
"[0.4, 0.012222222222222223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1, 0.03111111111111111, 0.03222222222222222, 0.03222222222222222, 0.03222222222222222, 0.03222222222222222, 0.03222222222222222, 0.03222222222222222]","[0.4, 0.9566666666666667, 0.9677777777777777, 0.9677777777777777, 0.9677777777777777, 0.9677777777777777, 0.9677777777777777, 0.9677777777777777]","[0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",imitator,Stag Hunt,0.95,8,"[0.4, 0.1, 0.4, 0.1]"
"[0.4, 0.8555555555555555, 0.9877777777777778, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1, 0.14444444444444443, 0.012222222222222223, 0.0, 0.0, 0.0, 0.0, 0.0]",imitator,Prisoner's Dilemma,0.95,8,"[0.4, 0.1, 0.4, 0.1]"
