agent1,agent2,agent3,agent4,dynamics,game,gamma,generations_until_stability,initial_distribution
"[0.25, 0.6, 0.9666666666666667, 0.9988888888888889, 1.0, 1.0, 1.0, 1.0]","[0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.4, 0.03333333333333333, 0.0011111111111111111, 0.0, 0.0, 0.0, 0.0]",imitator,Prisoner's Dilemma,0.95,8,"[0.25, 0.25, 0.25, 0.25]"
"[0.25, 0.07222222222222222, 0.0022222222222222222, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.10666666666666667, 0.09666666666666666, 0.09888888888888889, 0.09888888888888889, 0.09888888888888889, 0.09888888888888889, 0.09888888888888889]","[0.25, 0.8144444444444444, 0.9011111111111111, 0.9011111111111111, 0.9011111111111111, 0.9011111111111111, 0.9011111111111111, 0.9011111111111111]","[0.25, 0.006666666666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",imitator,Stag Hunt,0.95,8,"[0.25, 0.25, 0.25, 0.25]"
"[0.25, 0.17333333333333334, 0.015555555555555555, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.0033333333333333335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25, 0.8233333333333334, 0.9844444444444445, 1.0, 1.0, 1.0, 1.0, 1.0]",imitator,Battle of the Sexes,0.95,8,"[0.25, 0.25, 0.25, 0.25]"
"[0.4, 0.8544444444444445, 0.9744444444444444, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.4, 0.0022222222222222222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1, 0.0011111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1, 0.14222222222222222, 0.025555555555555557, 0.0, 0.0, 0.0, 0.0, 0.0]",imitator,Prisoner's Dilemma,0.95,8,"[0.4, 0.4, 0.1, 0.1]"
"[0.4, 0.18555555555555556, 0.014444444444444444, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4, 0.3411111111111111, 0.3844444444444444, 0.38222222222222224, 0.38222222222222224, 0.38222222222222224, 0.38222222222222224, 0.38222222222222224]","[0.1, 0.4666666666666667, 0.6011111111111112, 0.6177777777777778, 0.6177777777777778, 0.6177777777777778, 0.6177777777777778, 0.6177777777777778]","[0.1, 0.006666666666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",imitator,Stag Hunt,0.95,8,"[0.4, 0.4, 0.1, 0.1]"
"[0.4, 0.52, 0.17555555555555555, 0.02, 0.0, 0.0, 0.0, 0.0]","[0.4, 0.0044444444444444444, 0.014444444444444444, 0.0033333333333333335, 0.0011111111111111111, 0.005555555555555556, 0.0, 0.0]","[0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1, 0.47555555555555556, 0.81, 0.9766666666666667, 0.9988888888888889, 0.9944444444444445, 1.0, 1.0]",imitator,Battle of the Sexes,0.95,8,"[0.4, 0.4, 0.1, 0.1]"
"[0.1, 0.2777777777777778, 0.6055555555555555, 0.7877777777777778, 0.9333333333333333, 0.9911111111111112, 0.9977777777777778, 1.0]","[0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4, 0.0022222222222222222, 0.005555555555555556, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4, 0.72, 0.3888888888888889, 0.21222222222222223, 0.06666666666666667, 0.008888888888888889, 0.0022222222222222222, 0.0]",imitator,Prisoner's Dilemma,0.95,8,"[0.1, 0.1, 0.4, 0.4]"
"[0.1, 0.022222222222222223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1, 0.03, 0.03111111111111111, 0.03111111111111111, 0.03111111111111111, 0.03111111111111111, 0.03111111111111111, 0.03111111111111111]","[0.4, 0.9411111111111111, 0.9688888888888889, 0.9688888888888889, 0.9688888888888889, 0.9688888888888889, 0.9688888888888889, 0.9688888888888889]","[0.4, 0.006666666666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",imitator,Stag Hunt,0.95,8,"[0.1, 0.1, 0.4, 0.4]"
"[0.1, 0.02666666666666667, 0.0011111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1, 0.0011111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4, 0.9722222222222222, 0.9988888888888889, 1.0, 1.0, 1.0, 1.0, 1.0]",imitator,Battle of the Sexes,0.95,8,"[0.1, 0.1, 0.4, 0.4]"
"[0.4, 0.8566666666666667, 0.9855555555555555, 0.9955555555555555, 1.0, 1.0, 1.0, 1.0]","[0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1, 0.14333333333333334, 0.014444444444444444, 0.0044444444444444444, 0.0, 0.0, 0.0, 0.0]",imitator,Prisoner's Dilemma,0.95,8,"[0.4, 0.1, 0.4, 0.1]"
