agent1,agent2,agent3,agent4,dynamics,game,gamma,generations_until_stability,initial_distribution,total_average_payoff
"[0.25, 0.2495083885634554, 0.24751041558023876, 0.2449996325431142, 0.24043651473556102, 0.23398686142387204, 0.22416448539044467, 0.2135270246522029, 0.20058744558749037, 0.18717674821129804, 0.17213881741464868, 0.1572167806520895, 0.14190231439855508, 0.12637123622828916, 0.11111172085523693, 0.09677793323231974, 0.08324269009810335, 0.07093632168645958, 0.06015091012065806, 0.05042647003985594, 0.041950246700697746, 0.034683452785503374, 0.028494124173431258, 0.02332265812740104, 0.019006371590022646, 0.015446673551415099, 0.012502780842843852, 0.010100786244318727, 0.008150887523251292, 0.006565250858749817, 0.005278695369901884, 0.0042392711587707944, 0.003404076106410615, 0.0027312341732788448, 0.002190060789198385, 0.0017548630303192644, 0.0014059259830134503, 0.0011265191335770044, 0.0009023295770196216, 0.0007224840592715764, 0.0005784483006181769, 0.0004631054961229827, 0.0003707477989459032, 0.0002967999437383105, 0.0002375955477233144, 0.0001901972209140766, 0.00015225204308529577, 0.00012187554008069168, 9.755859442842367e-05, 7.809279203535058e-05, 6.25105762813478e-05, 5.003732808799469e-05, 4.005282727882882e-05, 3.206049641384324e-05, 2.5662921880719948e-05, 2.0541935992644196e-05, 1.644280304758575e-05, 1.3161630637516315e-05, 1.053520575466469e-05, 8.432875924868287e-06, 6.750079981955572e-06, 5.403074036250008e-06, 4.324876887189552e-06, 3.4618310841421407e-06, 2.771005306923275e-06, 2.2180422923913456e-06, 1.775422246653458e-06, 1.4211285995065606e-06, 1.1375346611980106e-06, 9.105338915233639e-07, 7.288329731405349e-07, 5.833904641127312e-07, 4.669721200487508e-07, 3.737855572475418e-07, 2.9919478640629843e-07, 2.394887689118439e-07, 1.916975364812212e-07, 1.5344343440198325e-07, 1.2282305874874874e-07, 9.831294954876925e-08, 7.869415997952868e-08, 6.299030699605686e-08, 5.042028283393363e-08, 4.0358605712521906e-08, 3.2304862291755376e-08, 2.5858269692814005e-08, 2.0698091229174905e-08, 1.656770244874253e-08, 1.3261545839690994e-08, 1.0615133390165702e-08, 8.49682575467028e-09, 6.801237215405285e-09, 5.444007067849578e-09, 4.357631108951586e-09, 3.488041881774764e-09, 2.791986106896411e-09, 2.2348314244572672e-09, 1.7888595345110739e-09, 1.4318834346046237e-09, 1.146143626109876e-09]","[0.25, 0.2519420168820395, 0.2519351203448908, 0.250946093470968, 0.25205815555500255, 0.2519847327065858, 0.2565331731142278, 0.2599738235512626, 0.264507411252136, 0.2677160167975642, 0.27517746589963576, 0.2751886365279522, 0.27621957167803385, 0.2762731899097023, 0.2781364957889774, 0.27963272929426447, 0.28439314815105304, 0.28940397006662194, 0.28772086411380193, 0.2902474490268007, 0.2901706457532497, 0.2912594621274746, 0.2930802462460679, 0.2931587544570684, 0.29351821610665557, 0.29280327040997256, 0.2937688687047435, 0.2947476429038657, 0.2954631014612598, 0.2957397247915372, 0.295599027038573, 0.2965076403364419, 0.2965046310404836, 0.29675159781108884, 0.29685824968965446, 0.2967950041917979, 0.2971376133754564, 0.2970699657500143, 0.2969187631216367, 0.2971212501705409, 0.29731085189835543, 0.2974891287277324, 0.29765833260511443, 0.2978202730120565, 0.29797640063640046, 0.29812787824238196, 0.29827563764697723, 0.29842042548189895, 0.2985628399266819, 0.29870336018031945, 0.2988423700979591, 0.2985359986973492, 0.29867136258912247, 0.2988073306247738, 0.2989427028561225, 0.29907781153104696, 0.2992125477056833, 0.2993469920564008, 0.29948120945578754, 0.2991714609364794, 0.29930389481059066, 0.2989939435830124, 0.2991260907471938, 0.2992595418877828, 0.2989493583892591, 0.29908128450283267, 0.2992145562045717, 0.29934783125220127, 0.29903743203758465, 0.2987258338583234, 0.2988573361483294, 0.29899022102973527, 0.29912334340700697, 0.2992564908411998, 0.2993896648115378, 0.29907915094356635, 0.29876745602641575, 0.29889891159098203, 0.2990319717805133, 0.29872165642230725, 0.2988530975890361, 0.2989859296152501, 0.2991190094233401, 0.2988086365122176, 0.298940095028814, 0.29907315609915786, 0.29876280848346093, 0.2984501271515676, 0.2985814842765698, 0.29871424174593103, 0.2988470375308241, 0.29897986704163987, 0.29866957309818476, 0.2988009937134716, 0.2989338065292121, 0.29906686828881507, 0.299199964305447, 0.29933309422695725, 0.2994662580477347, 0.2995994557609768]","[0.25, 0.26631503585405814, 0.28673469292420994, 0.30817134907725663, 0.32982963079441324, 0.3544058900608125, 0.3767637924820095, 0.39900941778062743, 0.42226725634316264, 0.4457985744067702, 0.46754224133889527, 0.49431463277777454, 0.518816973865286, 0.5428913506285601, 0.5642524595021552, 0.5851097633889802, 0.599958255257273, 0.6128372148157285, 0.6298119033072003, 0.6410286649807442, 0.6528728389922014, 0.6620371953621109, 0.6687928780041473, 0.6756556702702485, 0.6810698726964791, 0.6865445068934588, 0.6895149455459185, 0.6917476417566318, 0.6936391928493251, 0.695482560256427, 0.6973433779264114, 0.6978244708142338, 0.6989441326417474, 0.6995967528938432, 0.700213647702102, 0.7008587508902983, 0.7009826691634092, 0.7014238826437269, 0.7018748258231924, 0.7019127915198173, 0.7019157650305948, 0.7018917010732033, 0.7018459790700439, 0.7017829066513684, 0.7017059350686936, 0.7016178288366326, 0.7015208019832758, 0.7014166274114197, 0.7013067246256254, 0.70119223007176, 0.7010740535140435, 0.7013971015973622, 0.7012750869429955, 0.7011498046215104, 0.7010229859215047, 0.7008947239840285, 0.7007654683335619, 0.70063541089707, 0.7005047050171029, 0.700817264342859, 0.7006870803600833, 0.700998832529129, 0.7008681269101422, 0.7007358296582706, 0.7010469367880364, 0.7009157499837516, 0.7007830700632011, 0.700650268704725, 0.7009610470832728, 0.7012729487616299, 0.701141689405004, 0.7010089989796333, 0.7008760322532073, 0.7007430094090639, 0.700609935166278, 0.7009205288609476, 0.7012322876747777, 0.7011008832557871, 0.7009678640055709, 0.7012782121336909, 0.701146797197202, 0.701013986166974, 0.7008809231649538, 0.7011913095284965, 0.7010598617797212, 0.7009268093284446, 0.7012371638432785, 0.7015498506974842, 0.7014184979927995, 0.7012857440616806, 0.7011529511089559, 0.7010201238651349, 0.701330419623201, 0.7011990004603943, 0.7010661888072908, 0.7009331279783114, 0.700800032706593, 0.7006669033813453, 0.7005337400378433, 0.7004005427066341]","[0.25, 0.23223455870044704, 0.2138197711506606, 0.19588292490866122, 0.17767569891502327, 0.15962251580872971, 0.1425385490133181, 0.12748973401590707, 0.11263788681721101, 0.09930866058436764, 0.08514147534682034, 0.07327995004218377, 0.06306114005812513, 0.05446422323344852, 0.04649932385363047, 0.03847957408443547, 0.032405906493570544, 0.026822493431189934, 0.02231632245833976, 0.01829741595259922, 0.015006268553851194, 0.012019889724911073, 0.009632751576353597, 0.007862917145282023, 0.00640553960684268, 0.005205549145153598, 0.0042134049064941675, 0.003403929095183801, 0.0027468181661638967, 0.0022124640932861105, 0.0017788996651137846, 0.0014286176905535194, 0.0011471602113584617, 0.0009204151217891778, 0.0007380418190450803, 0.0005913818875845958, 0.00047379147812091763, 0.00037963247268178957, 0.0003040814781513772, 0.000243474250370235, 0.00019493477043155987, 0.00015606470294127553, 0.00012494052589582331, 0.0001000203928367828, 8.006874718269063e-05, 6.409570007139948e-05, 5.130832666163927e-05, 4.1071566600563546e-05, 3.2876853264225614e-05, 2.6316955885106396e-05, 2.1065811715941166e-05, 1.6862377200512604e-05, 1.3497640603182342e-05, 1.0804257301870928e-05, 8.648300492018837e-06, 6.922548931975012e-06, 5.541157707309113e-06, 4.4354158916949804e-06, 3.5503213548881326e-06, 2.8418447367923376e-06, 2.274749344055301e-06, 1.820813822386436e-06, 1.4574657767039375e-06, 1.1666228623195596e-06, 9.33817397510949e-07, 7.474711233676134e-07, 5.983099806413902e-07, 4.789144743236985e-07, 3.8334448143251556e-07, 3.068461551836232e-07, 2.4561369353514826e-07, 1.9660016735026477e-07, 1.573676657470801e-07, 1.2596417905074393e-07, 1.0082739780430596e-07, 8.07067171737696e-08, 6.460127001049703e-08, 5.170979642562647e-08, 4.139085711068818e-08, 3.313105231718324e-08, 2.6519601982711277e-08, 2.1227469044627025e-08, 1.6991423409101517e-08, 1.3600680299955692e-08, 1.0886602491361476e-08, 8.714127812909913e-09, 6.975169331139121e-09, 5.583245671060291e-09, 4.469084805612935e-09, 3.5772549593549013e-09, 2.8633942213713316e-09, 2.2919880444268353e-09, 1.8346072234774122e-09, 1.4685031244073745e-09, 1.1754552406259537e-09, 9.408873983019542e-10, 7.531286375325919e-10, 6.028380077254647e-10, 4.825385824108325e-10, 3.8624548536908833e-10]",replicator,Stag Hunt,0.95,100,"[0.25, 0.25, 0.25, 0.25]",3.995553009362481
"[0.25, 0.2648490128701177, 0.2820824053867104, 0.30156558664181965, 0.3195243984751927, 0.33787413730234006, 0.3575402797609491, 0.3736751039646132, 0.39081356185302607, 0.4084341548356374, 0.4222865195728279, 0.4437183387097453, 0.46379653441442925, 0.4801739972192133, 0.5020695673867913, 0.5197061202271299, 0.53622764971916, 0.5566702080744826, 0.5716549162265826, 0.5901546814284316, 0.6044965793481742, 0.6207698343758883, 0.6326332745304553, 0.647339654571839, 0.6624097234919775, 0.6771622817832106, 0.6919478073925391, 0.7022994236330822, 0.7136950753245422, 0.7253256500608732, 0.7387862956547228, 0.7511662538207251, 0.762152344843035, 0.7753747507421739, 0.7847021235096068, 0.7950612599605172, 0.8053183493786338, 0.8145024982872306, 0.822577596155505, 0.8293950634917853, 0.8373094651364005, 0.8427224978910498, 0.8494684112026887, 0.8551102754144079, 0.8612171666831959, 0.8666975492001857, 0.8737980068294804, 0.8788749724562175, 0.8835636423211516, 0.8886155526546946, 0.8943699266222882, 0.899128248666611, 0.9033849638378734, 0.9075859502284119, 0.9109668351848509, 0.9131371599738062, 0.9162763064547701, 0.9200352460968573, 0.9224316633134909, 0.9255399899535306, 0.9285992925638932, 0.931299478058849, 0.9329945034366254, 0.9344689255936807, 0.9368865022368293, 0.9395971889709871, 0.9410043214137201, 0.942966521235025, 0.9450534619787722, 0.9462853244776944, 0.9479738317704517, 0.9493861020790726, 0.9508995487009405, 0.952356152687457, 0.9535339695609346, 0.9546663650194153, 0.9558459570052077, 0.9568324608425712, 0.9577619391453338, 0.9593046026640969, 0.9600424245185558, 0.9614697725808132, 0.9627479459977558, 0.9636662149515094, 0.9644826150558997, 0.9653371815220977, 0.9664252682559328, 0.9671660301485329, 0.9680019486938795, 0.9686689505251391, 0.9691274912091246, 0.9697387460236139, 0.9705353330406546, 0.9711538394967418, 0.9718498475914082, 0.9724079041814979, 0.9731065404947769, 0.9737615853165028, 0.9743140233961629, 0.9747732523984337]","[0.25, 0.22911892437454248, 0.2114710054918806, 0.19507583778808885, 0.1805358536200432, 0.16563611945902704, 0.15248514452154854, 0.1402195352453947, 0.13056203075990674, 0.1205735921186466, 0.11113375477173976, 0.10155003532491132, 0.09219497036360452, 0.08447385558745979, 0.0762760428517293, 0.06897106370526562, 0.06187777870775271, 0.056554852337537743, 0.051326445124068476, 0.046659228331804074, 0.04274717112160024, 0.038117366197848286, 0.034615150602051795, 0.03198720953254809, 0.02885058911898442, 0.026129269806745264, 0.023996006915524292, 0.022358002355941303, 0.021130061641024187, 0.01861508595033529, 0.016980490366180427, 0.015169821950759745, 0.013783203458453387, 0.012118143698534123, 0.010876670489714354, 0.010247771200401982, 0.009060288149231314, 0.008182283297573601, 0.007216324554107629, 0.00634874572715218, 0.005585112876269216, 0.0049218113236733875, 0.004337887428030721, 0.004047020127202822, 0.003615515691345014, 0.003197294004715204, 0.0028255185730611584, 0.002494212712455216, 0.0022006082739824493, 0.0019456422393416429, 0.0017184448303461043, 0.0015192145618616476, 0.0013421967058125837, 0.001187311501812041, 0.0010505960940557135, 0.0009302083012445004, 0.0008232800095486732, 0.0007284457250889958, 0.0006457961340866054, 0.0005721129436778316, 0.0005070290571565213, 0.0004497246870447818, 0.00039875550796673854, 0.0003537596634487231, 0.0003137056032694029, 0.00027840541654375263, 0.0002470940447487284, 0.0002194538615448126, 0.0001947857391643987, 0.00017306316542274537, 0.00015384929144966346, 0.00013678192953135493, 0.00012152828100137997, 0.0001080124719663226, 9.604674527468566e-05, 8.540329702044645e-05, 7.603397660210453e-05, 6.767811886425546e-05, 6.026084714642826e-05, 5.3653085132367365e-05, 4.780060277996105e-05, 4.2571700730935255e-05, 3.7938068225490865e-05, 3.38212556523606e-05, 3.014796545255754e-05, 2.6875127269273136e-05, 2.396406618627248e-05, 2.135994285953662e-05, 1.9041124667888236e-05, 1.6984006356527804e-05, 1.5157166722300263e-05, 1.3524154169080383e-05, 1.2069654301451345e-05, 1.0769476271977678e-05, 9.614007677401913e-06, 8.587737257880184e-06, 7.675276761845568e-06, 6.854164878048003e-06, 6.122570487188251e-06, 5.470573565622922e-06]","[0.25, 0.24089338239037547, 0.23353931107503267, 0.22750442373378826, 0.2187525813609637, 0.21446267247905945, 0.20675005276416153, 0.20034990946932946, 0.1965697313909365, 0.19216448387140841, 0.18629260033208522, 0.1819785741785, 0.1772173369099681, 0.1728165009612913, 0.1684411025008967, 0.16441855314924875, 0.16126043426464884, 0.15683098556058495, 0.1529544449633654, 0.14915651260894394, 0.14412245560584003, 0.1395525912702811, 0.13738812846751922, 0.13412753187259943, 0.1300767175567511, 0.12702997489622656, 0.12369814966311919, 0.12053771139997903, 0.11732909771567895, 0.11542698445986628, 0.11176320264107717, 0.10944304875887628, 0.10782597801635065, 0.10513292184963235, 0.10305777470117454, 0.10089771450626746, 0.0983589645601636, 0.09674875015634499, 0.09381921748217088, 0.09157079168200931, 0.08912809383232409, 0.08726711149639542, 0.08575646903173226, 0.0846012335300278, 0.08273731241384967, 0.08050870680001065, 0.07812629299294194, 0.07637087258230096, 0.07406187559941826, 0.07245722584446367, 0.07009065095582771, 0.06834566456629929, 0.06664801491249404, 0.06464809997044868, 0.06340902571031351, 0.06213861314764396, 0.06059925628448353, 0.0587261565687416, 0.05803177848101885, 0.05653301822164072, 0.05525888985629942, 0.05426845743795102, 0.05301102420091172, 0.05218873355344286, 0.050667130221228325, 0.04909016821508703, 0.04824088378146168, 0.047343225474469335, 0.04618862983972932, 0.04531358471127181, 0.044399832057486516, 0.04365664338062568, 0.042470617870729574, 0.0416109441960656, 0.04056841467903512, 0.039486576407416915, 0.03872594036993573, 0.038279473574405275, 0.03777341256581509, 0.03667030178209711, 0.03634628067614329, 0.03528073624463901, 0.0343397147794853, 0.033727719823973636, 0.03318834172155322, 0.0325636030575465, 0.031691200941815496, 0.031146427723141825, 0.03048721209767356, 0.029976798714332592, 0.02939349803400513, 0.028769180999109127, 0.02802135296130359, 0.027432695096850392, 0.02675664394134878, 0.026265078314989535, 0.025662262485440405, 0.025111174068494092, 0.024658343308435283, 0.024289664314054753]","[0.25, 0.2651386803649643, 0.27290727804637627, 0.2758541518363032, 0.2811871665438003, 0.2820270707595734, 0.2832245229533408, 0.2857554513206626, 0.28205467599613065, 0.2788277691743076, 0.2802871253233471, 0.2727530517868434, 0.2667911583119981, 0.2625356462320356, 0.2532132872605827, 0.24690426291835565, 0.24063413730843833, 0.2299439540273947, 0.22406419368598354, 0.2140295776308203, 0.20863379392438544, 0.20156020815598227, 0.1953634463999737, 0.18654560402301348, 0.17866296983228702, 0.1696784735138176, 0.16035803602881737, 0.15480486261099746, 0.1478457653187546, 0.14063227952892518, 0.13247001133801964, 0.12422087546963886, 0.11623847368216103, 0.10737418370965965, 0.1013634312995044, 0.0937932543328133, 0.08726239791197128, 0.08056646825885068, 0.07638686180821647, 0.07268539909905322, 0.06797732815500618, 0.06508857928888133, 0.06043723233754832, 0.05624147092836151, 0.05243000521160935, 0.0495964499950884, 0.04525018160451647, 0.04225994224902635, 0.04017387380544772, 0.036981579261500176, 0.03382097759153802, 0.03100687220522805, 0.028624824543819986, 0.02657863829932735, 0.024573543010779887, 0.023794018577305353, 0.02230115725119774, 0.020510151609312126, 0.01889076207140361, 0.01735487888115081, 0.01563478852265087, 0.013982339816155192, 0.01359571685449618, 0.012988581189427702, 0.012132661938672915, 0.011034237397382119, 0.010507700760069473, 0.009470799428960876, 0.00856312244233414, 0.008228027645611107, 0.0074724868806121695, 0.006820472610770456, 0.0065083051473286396, 0.005924890644511173, 0.00580156901475565, 0.005761655276147442, 0.005352068648254519, 0.004820387464159256, 0.00440438744170475, 0.003971442468673766, 0.0035634942025211227, 0.0032069194738169457, 0.0028744011545336, 0.00257224396886485, 0.00229889525709476, 0.0020723402930867474, 0.001859566736065599, 0.0016661821854659046, 0.001491798083779233, 0.0013372667541718447, 0.0014638535901480908, 0.0014785488231079391, 0.0014312443437402924, 0.0014026959301357883, 0.0013838944595655426, 0.0013184297662546978, 0.0012235217430209386, 0.0011203864501251543, 0.0010215107249147003, 0.0009316127139459948]",replicator,Prisoner's Dilemma,0.95,100,"[0.25, 0.25, 0.25, 0.25]",2.063276765291788
"[0.25, 0.2565879139889005, 0.26031300563600634, 0.2638879017900013, 0.2666542024313045, 0.2703546004766114, 0.27134380113120343, 0.27002303621970447, 0.26837952461319164, 0.2650043836813912, 0.26202422718524326, 0.25773076327632155, 0.25202585522689636, 0.24631987111490714, 0.24004954648417642, 0.23410482039424546, 0.22909644977118263, 0.2206523190794753, 0.21310381898608563, 0.20652445030286826, 0.20009127653636993, 0.19231860552112678, 0.18394379609498293, 0.1753635593482675, 0.16835483279114422, 0.1599856420960461, 0.15165593670822108, 0.14445160570794605, 0.1380232424051116, 0.13129993275410315, 0.1246455054833027, 0.11781419765531437, 0.11022105959177377, 0.10392518902730265, 0.09724065574407428, 0.0909044507218369, 0.08499358623148164, 0.08038782338857915, 0.07527074284845703, 0.07115488947519846, 0.06703813079150091, 0.06372820932290182, 0.05931546877859845, 0.055440295519965745, 0.0509960815986207, 0.04790084336493007, 0.04540169757084966, 0.042408987173119465, 0.04010320091999985, 0.0376667414459456, 0.034796746947711274, 0.031920947757376125, 0.029075943609482763, 0.02758349919816029, 0.025896970193166766, 0.024494136231198976, 0.022827689342743675, 0.02109619750712663, 0.019537807656636392, 0.018133682074055586, 0.016896878825960332, 0.015329010564812397, 0.013863750062014932, 0.013188786364906457, 0.012171133519645515, 0.011039130026273962, 0.010859749292845682, 0.009909917470991817, 0.009629643625641542, 0.00919676089659365, 0.008575203517900955, 0.0077752961842062675, 0.007248440798446554, 0.006595355565506926, 0.005964345915553385, 0.00559587074541227, 0.005096521170686122, 0.004620430096897958, 0.004183800240072085, 0.0037851819802863537, 0.003427637595785353, 0.003101449601966024, 0.0030093288539109206, 0.0027924645163737096, 0.0027343801738592367, 0.0025385682817527346, 0.002314318282276387, 0.00209720465350878, 0.0019011892138785897, 0.0017191813212920613, 0.0015569247876073909, 0.001409751155156871, 0.0012782290683609626, 0.0011564388504062665, 0.0010451771970979113, 0.0009441103643338361, 0.0008550325768558884, 0.0007733668859056412, 0.0007001576087173255, 0.0006328996568171916]","[0.25, 0.24353481664376778, 0.23747689013881593, 0.2315777953839481, 0.22617295039471072, 0.22107342289285153, 0.2172235701173561, 0.21325761339436994, 0.20873423134216615, 0.2049929182410522, 0.20173687838958185, 0.199256273567304, 0.19706095356990727, 0.19329747970707198, 0.1900399909070354, 0.1877364308544912, 0.18504390999393608, 0.1830454254160573, 0.18100873827790825, 0.17900891042916464, 0.17701645398763186, 0.17547741331215477, 0.17360742868311188, 0.17202567969633992, 0.17046250601102228, 0.16913236993774466, 0.16762455775873084, 0.16615192506469734, 0.16447604225597606, 0.16282858379830706, 0.16166514637696852, 0.15996196620125644, 0.15872100065800565, 0.15773879467670646, 0.15626624105266468, 0.15483254630644558, 0.15359078177795896, 0.15143414466017593, 0.1499512695113179, 0.14881832711266993, 0.14749186948508528, 0.1464195451123345, 0.14481830835877918, 0.14369383983214956, 0.14195662500801093, 0.1400983201359285, 0.13862012838779322, 0.13779739709836156, 0.13666052911115126, 0.13553495310208005, 0.13433179644314833, 0.13289174775076837, 0.1317932880063482, 0.13041860942516467, 0.129405894503546, 0.12853166223061596, 0.1273739370695071, 0.12673218216706164, 0.12568710104921557, 0.12427746549868389, 0.1232292889700031, 0.12179953923378078, 0.12086489064714477, 0.11981104096236857, 0.1194087168232608, 0.11846685720433756, 0.1175460597761386, 0.11651204732519685, 0.11576138581451487, 0.11522610317751383, 0.11472982489044575, 0.11420700234227417, 0.11356231959602883, 0.11255140831107363, 0.11206138473912702, 0.11114486783193465, 0.11038690892717165, 0.10976322708024513, 0.10922141875757878, 0.108285737929618, 0.10754367213366273, 0.10716268580106691, 0.1064376307610798, 0.10537113442910573, 0.10511733491331941, 0.10461247421779997, 0.10430146884168774, 0.10398774883734847, 0.10296876363021075, 0.10243511618077558, 0.1016442653760245, 0.10117428583242596, 0.10062342574106724, 0.09997491925150546, 0.09956168640515173, 0.09932641640985661, 0.09866516152995682, 0.09798366050970604, 0.09761121904997203, 0.09742888044066056]","[0.25, 0.23290020861196026, 0.21757656269637496, 0.20284921287703633, 0.18875669404520434, 0.17513197377059014, 0.16267007859493676, 0.15128173660447355, 0.14064181959755578, 0.13051197273162565, 0.12077588440247901, 0.11230807748901815, 0.10431286134614405, 0.09719659648131125, 0.09064655282747572, 0.08405434728050534, 0.07782495499703532, 0.0725632966960232, 0.06718219464739647, 0.062170983006222466, 0.05759282063127856, 0.05335493575410348, 0.04947347645214291, 0.04583275482931022, 0.04249472922952736, 0.03910924847708067, 0.036166654378756574, 0.033281817996185466, 0.030815815961524388, 0.02843520178783231, 0.026181800173208664, 0.023991123949453883, 0.022118166211196083, 0.020344221185218513, 0.018631974413477005, 0.01728466475585221, 0.015825714941063114, 0.014514569793147157, 0.013298192317060042, 0.012141449406718172, 0.011196388999662481, 0.010273133906626885, 0.00950086752498849, 0.008711722477404387, 0.007984475615608472, 0.007369579507523585, 0.0069080192586330556, 0.006287591435107145, 0.005704973888368328, 0.005284350068817934, 0.0048380231275082595, 0.004509591934715163, 0.004127599823265022, 0.003758133092763405, 0.003436158447771054, 0.0031279735272517805, 0.002853150304090638, 0.002633881729898527, 0.0024049252575975176, 0.0021982304185377685, 0.002008073455063229, 0.0018271475000003147, 0.0016573147886308937, 0.001504201334391882, 0.0013591312329324092, 0.001238574679193616, 0.0011353387811691496, 0.0010390929725297452, 0.0009506345832529928, 0.0008686950222848384, 0.0007949692905996599, 0.0007265452011781199, 0.0006639735993242482, 0.000608502754586744, 0.0005563798518842334, 0.0005093552140393567, 0.0004665180569627926, 0.00042741429310286146, 0.0003915057543520022, 0.0003583753818411109, 0.00032835660213137896, 0.0003006242034031763, 0.00027487245953350614, 0.0002518993794943669, 0.00023069821925098246, 0.00021095204901166014, 0.00019284007195872745, 0.00017628527166361417, 0.0001614548417491639, 0.00014761651750340047, 0.00013521471401759037, 0.00012385796428622184, 0.0001136185174776371, 0.00010400481121193354, 9.511004742106397e-05, 8.692960242282502e-05, 7.96568049997285e-05, 7.290000997818065e-05, 6.677822438962638e-05, 6.10771538453184e-05]","[0.25, 0.2669770607553715, 0.2846335415288028, 0.30168508994901433, 0.3184161531287805, 0.333440002859947, 0.3487625501565038, 0.3654376137814521, 0.38224442444708645, 0.39949072534593105, 0.415463010022696, 0.4307048856673564, 0.4466003298570524, 0.4631860526967097, 0.4792639097813125, 0.49410440147075807, 0.508034685237846, 0.5237389588084442, 0.5387052480886096, 0.5522956562617446, 0.5652994488447196, 0.578849045412615, 0.5929752987697623, 0.6067780061260823, 0.6186879319683062, 0.6317727394891286, 0.6445528511542915, 0.6561146512311712, 0.666684899377388, 0.6774362816597574, 0.68750754796652, 0.6982327121939752, 0.7089397735390244, 0.7179917951107723, 0.7278611287897839, 0.7369783382158652, 0.7455899170494962, 0.7536634621580977, 0.7614797953231649, 0.7678853340054134, 0.7742736107237512, 0.7795791116581366, 0.7863653553376337, 0.7921541421704802, 0.7990628177777598, 0.8046312569916177, 0.8090701547827239, 0.8135060242934117, 0.8175312960804804, 0.8215139553831562, 0.8260334334816319, 0.8306777125571402, 0.8350031685609038, 0.8382397582839115, 0.841260976855516, 0.8438462280109331, 0.8469452232836584, 0.849537738595913, 0.8523701660365504, 0.8553906220087226, 0.8578657587489732, 0.8610443027014064, 0.8636140445022094, 0.865495971338333, 0.8670610184241612, 0.8692554380901948, 0.8704588521498465, 0.8725389422312816, 0.8736583359765906, 0.8747084409036077, 0.8759000023010536, 0.8772911562723414, 0.8785252660062004, 0.8802447333688327, 0.8814178894934354, 0.8827499062086137, 0.8840500518451794, 0.885188928529754, 0.886203275247997, 0.8875707047082544, 0.8887003336684204, 0.8894352403935637, 0.8902781679254756, 0.8915845016750261, 0.8919175866935704, 0.8926380054514356, 0.8931913728040771, 0.8937387612374791, 0.8949685923141615, 0.895698085980429, 0.8966635951223505, 0.897292105048131, 0.8979847266730941, 0.8987646370868764, 0.8992980263503293, 0.8996425436233867, 0.9004001490881876, 0.9011700725944101, 0.901621845116921, 0.9018771427486769]",replicator,Battle of the Sexes,0.95,100,"[0.25, 0.25, 0.25, 0.25]",0.9550069299926194
