agent1,agent2,agent3,agent4,dynamics,game,gamma,generations_until_stability,initial_distribution
"[0.25, 0.24953198860561246, 0.24930851339989377, 0.2502162486914362, 0.25167913605483905, 0.25169985065244227, 0.2516017274164011, 0.2513807371952458, 0.2503286545311448, 0.2522771227400263]","[0.25, 0.24914851693947274, 0.2482383545652367, 0.24716626367262765, 0.24684885182308408, 0.24654438869587852, 0.24595731790252087, 0.2452773863132567, 0.24478750041996, 0.2434180699719606]","[0.25, 0.2500446394935087, 0.24988696746397204, 0.24919340222817082, 0.24887342031959325, 0.24902343592650125, 0.2494350500570013, 0.24972784422778593, 0.24969993734070509, 0.24965008877555953]","[0.25, 0.2512748549614061, 0.2525762688940893, 0.253448490561115, 0.25261763117184344, 0.25275614512713396, 0.2530387583864968, 0.253663494220898, 0.25526011264880066, 0.25475223636388866]",replicator,Prisoner's Dilemma,0.95,10,"[0.25, 0.25, 0.25, 0.25]"
"[0.4, 0.39779831093169565, 0.3949262270751325, 0.3974564212150025, 0.3947379473174784, 0.39239975338865796, 0.3881310724947845, 0.3859352507667962, 0.3859302865192772, 0.38510893113195405]","[0.4, 0.39701625148450037, 0.39314450831198705, 0.38961448478716015, 0.38647196445067994, 0.38169272419114775, 0.376753404205173, 0.37427769944246797, 0.37186242577774636, 0.36883901629127636]","[0.1, 0.10090704608766486, 0.10068341895710003, 0.10077282652786203, 0.1018713395090078, 0.10139178873327354, 0.10200878316417863, 0.10308726034041946, 0.10348497341417043, 0.10419772156583208]","[0.1, 0.10038931330828617, 0.1023156057347983, 0.10248792448005642, 0.10289833844258907, 0.10526470749343071, 0.10713144174078594, 0.10730887093258665, 0.10758873234160975, 0.10795144023500343]",replicator,Prisoner's Dilemma,0.95,10,"[0.4, 0.4, 0.1, 0.1]"
"[0.1, 0.10027824474457661, 0.100716454565845, 0.10098727189997456, 0.10197319759714182, 0.10230207103288902, 0.10249766678011248, 0.1036935629384062, 0.10567476083304124, 0.10614812823175301]","[0.1, 0.10087440034012954, 0.10155775861970945, 0.10234531410940852, 0.10210295526230921, 0.10214277854139428, 0.10292605806743946, 0.10264851071555302, 0.10217660456539303, 0.10191526566271354]","[0.4, 0.3976147746404451, 0.39451217314558257, 0.3927275545914293, 0.3919654116862131, 0.3911148172663717, 0.38855819296978256, 0.38657933073327644, 0.383708575117345, 0.38200991014508046]","[0.4, 0.39777464502073046, 0.3964455791993332, 0.39409859966926636, 0.39194911482212386, 0.39138272787419387, 0.3901914925374744, 0.3886782748202047, 0.3859252938725448, 0.3868921175904681]",replicator,Prisoner's Dilemma,0.95,10,"[0.1, 0.1, 0.4, 0.4]"
"[0.4, 0.39314248608443864, 0.39217251305184553, 0.38989981942873775, 0.3875027085338783, 0.3854340548165496, 0.3841276973681632, 0.3828941978033735, 0.38068858591675697, 0.3795564808886268]","[0.1, 0.09965206960024213, 0.09966197501407596, 0.10054085195582395, 0.1003354611484127, 0.10115144422902847, 0.10227607596569956, 0.1022186953710486, 0.1030393055109324, 0.1032015588571331]","[0.4, 0.3938911681709446, 0.39251752482805513, 0.3902503926207603, 0.3883958361133082, 0.38623683594450176, 0.3830948406061325, 0.3824120404037741, 0.3806818902528446, 0.37952105897375893]","[0.1, 0.10358951683591208, 0.10419605396555708, 0.10448284674516028, 0.10583517854293055, 0.10612777439611362, 0.10617085290076413, 0.10676058248397274, 0.10700150833860914, 0.10747750539670779]",replicator,Prisoner's Dilemma,0.95,10,"[0.4, 0.1, 0.4, 0.1]"
"[0.1, 0.10350687993938613, 0.10497333759568982, 0.10660677919602468, 0.10788031223169424, 0.10827423581175477, 0.1086020024228294, 0.10887261273068394, 0.10913996543816505, 0.11071875012340578]","[0.4, 0.39164651751708973, 0.38709650136975515, 0.383787048515093, 0.37962409537157316, 0.3783341511513276, 0.37489966103455236, 0.3724562646677848, 0.3698513898191682, 0.3673836973733926]","[0.1, 0.10053932773054704, 0.10130690845600412, 0.10116575799209011, 0.10104670915611107, 0.10144794068178056, 0.10240457305308935, 0.10329191141082991, 0.10388122219562668, 0.10386829216872422]","[0.4, 0.3921686518031776, 0.3881745307007665, 0.38599383742553794, 0.38602384070729556, 0.3843931645031446, 0.38309428173754695, 0.38131698445561035, 0.3808719235217464, 0.37795097875189465]",replicator,Prisoner's Dilemma,0.95,10,"[0.1, 0.4, 0.1, 0.4]"
"[0.25, 0.25013855242354244, 0.2502901073573925, 0.2497127225468994, 0.2510900511305741, 0.2508761477731632, 0.2510222343623177, 0.25268399311477036, 0.2524384145130853, 0.25265891056519485]","[0.25, 0.24958658026640695, 0.24917566476056377, 0.24915478790547207, 0.248345281034994, 0.24824625858200874, 0.24781893778939526, 0.2461517813337323, 0.24640440880693268, 0.24653760678313]","[0.25, 0.25013996009828376, 0.2502652439692302, 0.24975542348221633, 0.24946074570440516, 0.24878746622876424, 0.2489462827818906, 0.24845836924875042, 0.24870553288433567, 0.24881636640718896]","[0.25, 0.25013490721176684, 0.2502698914091995, 0.2513780280721248, 0.2511048366790177, 0.25209659217774516, 0.2522228145392474, 0.2527442259718489, 0.25247904260423, 0.252009514189377]",replicator,Prisoner's Dilemma,0.99,10,"[0.25, 0.25, 0.25, 0.25]"
"[0.4, 0.3988476830309366, 0.39596100223329517, 0.3939105811273707, 0.3922881574024394, 0.39049691050580226, 0.3882028387016111, 0.38743501701899813, 0.38440219331271247, 0.3814539858275516]","[0.4, 0.39770148939194006, 0.39371061392805723, 0.39109861553165176, 0.389867163177416, 0.3858648101332662, 0.38416430618801123, 0.38123328427143155, 0.3771642538149975, 0.3737590703127938]","[0.1, 0.10068496025229919, 0.10101948237675362, 0.10188637560946401, 0.10224664034421281, 0.1021688343614596, 0.10297266461770231, 0.10373274104381167, 0.10441758494844862, 0.10445826186666811]","[0.1, 0.10017774664198167, 0.10157522018517218, 0.10190343058266445, 0.1022836848354587, 0.10387859994839013, 0.10412937103187962, 0.10436117875077672, 0.10560300225736506, 0.107325219747952]",replicator,Prisoner's Dilemma,0.99,10,"[0.4, 0.4, 0.1, 0.1]"
"[0.1, 0.10056077861422853, 0.10082333912635602, 0.10111720468343924, 0.10136261456567838, 0.10169261463315542, 0.1022571842521191, 0.10244910599819726, 0.10267528187135508, 0.10294876634038921]","[0.1, 0.10000584224459577, 0.10082164135592508, 0.10167896096019982, 0.10248085175588215, 0.10329650315629083, 0.10328573760670917, 0.10384573127523561, 0.10348907189856953, 0.1043348481415054]","[0.4, 0.3988618398618031, 0.39654023817634143, 0.3942772509000135, 0.39252813521516494, 0.3903382144300241, 0.3892736078530595, 0.3866997678108229, 0.385007984746973, 0.3829113072032338]","[0.4, 0.39887167670289975, 0.39689809479756116, 0.39463134692462515, 0.3923120104958914, 0.3901010638752248, 0.3890399453865611, 0.3887727763008475, 0.3909505834698136, 0.38884320440437925]",replicator,Prisoner's Dilemma,0.99,10,"[0.1, 0.1, 0.4, 0.4]"
"[0.4, 0.3978243582958641, 0.3966259409628123, 0.3943810536654432, 0.39173655497293103, 0.3905640902265416, 0.3885508491178285, 0.3873670064478145, 0.3874828885670039, 0.3853604909526452]","[0.1, 0.10082570974247856, 0.10083151647738767, 0.10164183956342819, 0.10123708508427624, 0.1011997854378886, 0.10050332189970054, 0.10047505147014196, 0.10033274784233875, 0.10118640093638678]","[0.4, 0.39777125083274445, 0.3965633555081298, 0.39471982930837657, 0.3928003670809374, 0.3921600559988375, 0.3889599737885334, 0.388310972187053, 0.387292166907098, 0.38519483426906986]","[0.1, 0.10027538797536932, 0.10087618742304667, 0.10110540937603958, 0.10267764416934123, 0.1031901647489429, 0.10527428717380588, 0.10580030700092427, 0.10619608889133439, 0.10644931907362924]",replicator,Prisoner's Dilemma,0.99,10,"[0.4, 0.1, 0.4, 0.1]"
"[0.1, 0.10170204343230524, 0.10200362572109294, 0.10241564643542209, 0.10387805092111595, 0.10540061809531215, 0.10699930192224019, 0.1073207441453332, 0.10765086420716491, 0.10799310764643442]","[0.4, 0.3962327572289666, 0.3934164989579101, 0.3906900422528761, 0.38682159494539675, 0.38381838715718813, 0.37984276408839024, 0.3774268703245037, 0.3751108691391672, 0.37276979203805605]","[0.1, 0.10003914366641, 0.10101918957331765, 0.10187226064758631, 0.10214652905331771, 0.10200003499874506, 0.10244988058974872, 0.10285304342727844, 0.10320575217816311, 0.10356682714076311]","[0.4, 0.39680249437617254, 0.39455881833902345, 0.3923675512217862, 0.38959358593424515, 0.38746668000610046, 0.38389429349850795, 0.38367197040770995, 0.3835304062464938, 0.38336289376494664]",replicator,Prisoner's Dilemma,0.99,10,"[0.1, 0.4, 0.1, 0.4]"
